movie_id,title,tags
257344,Pixels,video game expert are recruit by the militari to fight 1980s-era video game charact who'v attack new york. action comedi sciencefict videogam nerd alienattack 3d pixel adamsandl michellemonaghan peterdinklag chriscolumbu
228150,Fury,"last month of world war ii in april 1945. as the alli make their final push in the european theater, a battle-harden u.s. armi sergeant in the 2nd armor divis name wardaddi command a sherman tank call ""fury"" and it five-man crew on a deadli mission behind enemi lines. outnumb and outgunned, wardaddi and hi men face overwhelm odd in their heroic attempt to strike at the heart of nazi germany. war drama action worldwarii nazi war nazigermani panzer tank bradpitt shialabeouf loganlerman daviday"
246655,X-Men: Apocalypse,"after the re-emerg of the world' first mutant, world-destroy apocalypse, the x-men must unit to defeat hi extinct level plan. sciencefict mutant supernaturalpow marvelcom superhero basedoncomicbook superhuman apocalyps superheroteam worlddomin aftercreditssting 1980 jamesmcavoy michaelfassbend jenniferlawr bryansing"
285,Pirates of the Caribbean: At World's End,"captain barbossa, long believ to be dead, ha come back to life and is head to the edg of the earth with will turner and elizabeth swann. but noth is quit as it seems. adventur fantasi action ocean drugabus exoticisland eastindiatradingcompani loveofone'slif traitor shipwreck strongwoman ship allianc calypso afterlif fighter pirat swashbuckl aftercreditssting johnnydepp orlandobloom keiraknightley goreverbinski"
61791,Rise of the Planet of the Apes,"scientist will rodman is determin to find a cure for alzheimer's, the diseas which ha slowli consum hi father. will feel certain he is close to a breakthrough and test hi latest serum on apes, notic dramat increas in intellig and brain activ in the primat subject – especi caesar, hi pet chimpanzee. thriller action drama sciencefict intellig zoo cage dystopia goldengatebridg ape monkey medicalresearch alzheimer'sdiseas jamesfranco freidapinto johnlithgow rupertwyatt"
13,Forrest Gump,"a man with a low iq ha accomplish great thing in hi life and been present dure signific histor event - in each case, far exceed what anyon imagin he could do. yet, despit all the thing he ha attained, hi one true love elud him. 'forrest gump' is the stori of a man who rose abov hi challenges, and who prove that determination, courage, and love are more import than ability. comedi drama romanc vietnamveteran hippi mentallydis run basedonnovel vietnam vietnamwar friendship love familyrelationship bulli mothersonrelationship militari hug shrimp woundedsoldi flashback parkbench ampute tomhank robinwright garysinis robertzemecki"
120,The Lord of the Rings: The Fellowship of the Ring,"young hobbit frodo baggins, after inherit a mysteri ring from hi uncl bilbo, must leav hi home in order to keep it from fall into the hand of it evil creator. along the way, a fellowship is form to protect the ringbear and make sure that the ring arriv at it final destination: mt. doom, the onli place where it can be destroyed. adventur fantasi action elv dwarv orc middle-earth(tolkien) hobbit basedonnovel mountain firework castl volcano password deathofafriend uncl mirror wizard swordandsorceri elijahwood ianmckellen cateblanchett peterjackson"
93456,Despicable Me 2,gru is recruit by the anti-villain leagu to help deal with a power new super criminal. anim comedi famili secretag bakeri fallinginlov fatherdaughterrelationship duringcreditssting firstdat minion 3d stevecarel kristenwiig benjaminbratt pierrecoffin
278,The Shawshank Redemption,"frame in the 1940 for the doubl murder of hi wife and her lover, upstand banker andi dufresn begin a new life at the shawshank prison, where he put hi account skill to work for an amor warden. dure hi long stretch in prison, dufresn come to be admir by the other inmat -- includ an older prison name red -- for hi integr and unquench sens of hope. drama crime prison corrupt policebrut prisoncel delinqu paroleboard escapefromprison wrongfulimprison framedformurd 1940 timrobbin morganfreeman bobgunton frankdarabont"
1865,Pirates of the Caribbean: On Stranger Tides,"captain jack sparrow cross path with a woman from hi past, and he' not sure if it' love -- or if she' a ruthless con artist who' use him to find the fabl fountain of youth. when she forc him aboard the queen anne' revenge, the ship of the formid pirat blackbeard, jack find himself on an unexpect adventur in which he doesn't know who to fear more: blackbeard or the woman from hi past. adventur action fantasi sea captain mutini sword primeminist sail silver ship duke mermaid pirat soldier battl swashbuckl aftercreditssting 3d johnnydepp penélopecruz ianmcshan robmarshal"
99861,Avengers: Age of Ultron,"when toni stark tri to jumpstart a dormant peacekeep program, thing go awri and earth’ mightiest hero are put to the ultim test as the fate of the planet hang in the balance. as the villain ultron emerges, it is up to the aveng to stop him from enact hi terribl plans, and soon uneasi allianc and unexpect action pave the way for an epic and uniqu global adventure. action adventur sciencefict marvelcom sequel superhero basedoncomicbook vision superheroteam duringcreditssting marvelcinematicunivers 3d robertdowneyjr. chrishemsworth markruffalo josswhedon"
672,Harry Potter and the Chamber of Secrets,"ignor threat to hi life, harri return to hogwart to investig – aid by ron and hermion – a mysteri seri of attacks. adventur fantasi famili flyingcar witch magic cuttingthecord childhero broom sorcerer'sapprentic schoolofwitchcraft giantsnak blackmag aftercreditssting danielradcliff rupertgrint emmawatson chriscolumbu"
198663,The Maze Runner,"set in a post-apocalypt world, young thoma is deposit in a commun of boy after hi memori is erased, soon learn they'r all trap in a maze that will requir him to join forc with fellow ""runners"" for a shot at escape. action mysteri sciencefict thriller basedonnovel maze post-apocalypt dystopia escap memoryloss erasedmemori trap dystopicfutur runner basedonyoungadultnovel dylano'brien kihongle kayascodelario wesbal"
158852,Tomorrowland,"bound by a share destiny, a bright, optimist teen burst with scientif curios and a former boy-geniu inventor jade by disillusion embark on a danger-fil mission to unearth the secret of an enigmat place somewher in time and space that exist in their collect memori as ""tomorrowland."" adventur famili mysteri sciencefict inventor apocalyps destini imax dreamer futuristiccar futuristicc brittrobertson georgeclooney raffeycassidi bradbird"
150540,Inside Out,"grow up can be a bumpi road, and it' no except for riley, who is uproot from her midwest life when her father start a new job in san francisco. like all of us, riley is guid by her emot - joy, fear, anger, disgust and sadness. the emot live in headquarters, the control center insid riley' mind, where they help advis her through everyday life. as riley and her emot struggl to adjust to a new life in san francisco, turmoil ensu in headquarters. although joy, riley' main and most import emotion, tri to keep thing positive, the emot conflict on how best to navig a new city, hous and school. drama comedi anim famili dream cartoon imaginaryfriend anim famili move kid unicorn duringcreditssting 3d emot amypoehl phyllissmith richardkind petedoct"
510,One Flew Over the Cuckoo's Nest,"while serv time for insan at a state mental hospital, implac rabble-rouser, randl patrick mcmurphi inspir hi fellow patient to rebel against the authoritarian rule of head nurse, mildr ratched. drama individu rebel self-destruct wheelchair lunaticasylum dyinganddeath rageandh freedom insan basicrightsandhumanright psychiatrist jacknicholson louisefletch dannydevito milošforman"
131634,The Hunger Games: Mockingjay - Part 2,"with the nation of panem in a full scale war, katniss confront presid snow in the final showdown. team with a group of her closest friend – includ gale, finnick, and peeta – katniss goe off on a mission with the unit from district 13 as they risk their live to stage an assassin attempt on presid snow who ha becom increasingli obsess with destroy her. the mortal traps, enemies, and moral choic that await katniss will challeng her more than ani arena she face in the hunger games. action adventur sciencefict revolut strongwoman dystopia gameofdeath 3d basedonyoungadultnovel jenniferlawr joshhutcherson liamhemsworth francislawr"
8966,Twilight,"when bella swan move to a small town in the pacif northwest to live with her father, she start school and meet the reclus edward cullen, a mysteri classmat who reveal himself to be a 108-year-old vampire. despit edward' repeat cautions, bella can't help but fall in love with him, a fatal move that endang her own life when a coven of bloodsuck tri to challeng the cullen clan. adventur fantasi drama romanc soulmat vampir forbiddenlov immort trust desir duringcreditssting womandirector interspeciesrom basedonyoungadultnovel fangvamp kristenstewart robertpattinson billyburk catherinehardwick"
11,Star Wars,princess leia is captur and held hostag by the evil imperi forc in their effort to take over the galact empire. venturesom luke skywalk and dash captain han solo team togeth with the loveabl robot duo r2-d2 and c-3po to rescu the beauti princess and restor peac and justic in the empire. adventur action sciencefict android galaxi hermit deathstar lightsab jedi rescuemiss empir rebellion planet smuggler theforc spaceopera galacticwar stormtroop totalitarian markhamil harrisonford carriefish georgeluca
62177,Brave,"brave is set in the mystic scottish highlands, where mérida is the princess of a kingdom rule by king fergu and queen elinor. an unruli daughter and an accomplish archer, mérida one day defi a sacr custom of the land and inadvert bring turmoil to the kingdom. in an attempt to set thing right, mérida seek out an eccentr old wise woman and is grant an ill-fat wish. also figur into mérida’ quest — and serv as comic relief — are the kingdom’ three lords: the enorm lord macguffin, the surli lord macintosh, and the disagre lord dingwall. anim adventur comedi famili action fantasi scotland rebel braveri kingdom archer wish bear scot rebelliousdaught turnsintoanim archeri ruin aftercreditssting peaceoff womandirector courag 3d kellymacdonald juliewalt billyconnolli brendachapman"
122,The Lord of the Rings: The Return of the King,"aragorn is reveal as the heir to the ancient king as he, gandalf and the other member of the broken fellowship struggl to save gondor from sauron' forces. meanwhile, frodo and sam bring the ring closer to the heart of mordor, the dark lord' realm. adventur fantasi action elv orc middle-earth(tolkien) basedonnovel suspicion braveri war honor troll brutal violenc ghost endoftrilog quest swordandsorceri elijahwood ianmckellen viggomortensen peterjackson"
680,Pulp Fiction,"a burger-lov hit man, hi philosoph partner, a drug-addl gangster' moll and a washed-up boxer converg in thi sprawling, comed crime caper. their adventur unfurl in three stori that ingeni trip back and forth in time. thriller crime transport brothel drugdeal boxer massag stolenmoney crimeboss dancecontest junkyard kamikaz ambiguousend briefcas redempt heirloom pulpfict referencetoalgreen theft brutal johntravolta samuell.jackson umathurman quentintarantino"
122917,The Hobbit: The Battle of the Five Armies,"immedi after the event of the desol of smaug, bilbo and the dwarv tri to defend erebor' mountain of treasur from other who claim it: the men of the ruin laketown and the elv of mirkwood. meanwhil an armi of orc led by azog the defil is march on erebor, fuel by the rise of the dark lord sauron. dwarves, elv and men must unite, and the hope for middle-earth fall into bilbo' hands. action adventur fantasi corrupt elv dwarv orc middle-earth(tolkien) hobbit dragon battl unlikelyfriendship epicbattl swordandsorceri martinfreeman ianmckellen richardarmitag peterjackson"
1726,Iron Man,"after be held captiv in an afghan cave, billionair engin toni stark creat a uniqu weapon suit of armor to fight evil. action sciencefict adventur middleeast armsdeal malibu marvelcom superhero basedoncomicbook tonystark ironman aftercreditssting marvelcinematicunivers counterterror agentcoulson robertdowneyjr. terrencehoward jeffbridg jonfavreau"
102899,Ant-Man,"arm with the astonish abil to shrink in scale but increas in strength, master thief scott lang must embrac hi inner-hero and help hi mentor, doctor hank pym, protect the secret behind hi spectacular ant-man suit from a new gener of tower threats. against seemingli insurmount obstacles, pym and lang must plan and pull off a heist that will save the world. sciencefict action adventur marvelcom superhero basedoncomicbook aftercreditssting duringcreditssting marvelcinematicunivers 3d paulrudd michaeldougla evangelinelilli peytonre"
129,Spirited Away,a ten year old girl who wander away from her parent along a path that lead to a world rule by strang and unusu monster-lik animals. her parent have been chang into pig along with other insid a bathhous full of these creatures. will she ever see the world how it onc was? fantasi adventur anim famili witch parentskidsrelationship magic twilight dark villageandtown bathhous pig ghostworld biolog train amusementpark yokai japanesemytholog anim rumihiiragi miyuirino marinatsuki hayaomiyazaki
127585,X-Men: Days of Future Past,the ultim x-men ensembl fight a war for the surviv of the speci across two time period as they join forc with their younger selv in an epic battl that must chang the past – to save our future. action adventur fantasi sciencefict 1970 mutant timetravel marvelcom basedoncomicbook superhuman storm beast aftercreditssting changingthepastorfutur hughjackman jamesmcavoy michaelfassbend bryansing
91314,Transformers: Age of Extinction,"as human pick up the pieces, follow the conclus of ""transformers: dark of the moon,"" autobot and decepticon have all but vanish from the face of the planet. however, a group of powerful, ingeni businessman and scientist attempt to learn from past transform incurs and push the boundari of technolog beyond what they can control - all while an ancient, power transform menac set earth in hi cross-hairs. sciencefict action adventur sequel alien transform giantrobot robot imax transformingrobot markwahlberg stanleytucci kelseygramm michaelbay"
198184,Chappie,"everi child come into the world full of promise, and none more so than chappie: he is gifted, special, a prodigy. like ani child, chappi will come under the influenc of hi surroundings—som good, some bad—and he will reli on hi heart and soul to find hi way in the world and becom hi own man. but there' one thing that make chappi differ from ani one else: he is a robot. crime action sciencefict artificialintellig android robot nearfutur robotcop sharltocopley devpatel ninja neillblomkamp"
559,Spider-Man 3,"the seemingli invinc spider-man goe up against an all-new crop of villain – includ the shape-shift sandman. while spider-man’ superpow are alter by an alien organism, hi alter ego, peter parker, deal with nemesi eddi brock and also get caught up in a love triangle. fantasi action adventur dualident amnesia sandstorm loveofone'slif forgiv spider wretch deathofafriend egomania sand narcism hostil marvelcom sequel superhero reveng tobeymaguir kirstendunst jamesfranco samraimi"
181533,Night at the Museum: Secret of the Tomb,"when the magic power of the tablet of ahkmenrah begin to die out, larri daley (ben stiller) span the globe, unit favorit and new charact while embark on an epic quest to save the magic befor it is gone forever. adventur comedi fantasi famili nightwatchman museum naturalhistori histori smithsonian benstil ramimalek rebelwilson shawnlevi"
240832,Lucy,"a woman, accident caught in a dark deal, turn the tabl on her captor and transform into a merciless warrior evolv beyond human logic. action sciencefict artificialintellig telepathi intellig drugmul telekinesi futurist drug superpow toughgirl imax surgeri braincapac syntheticdrug humanbrain scarlettjohansson morganfreeman choimin-sik lucbesson"
272,Batman Begins,"driven by tragedy, billionair bruce wayn dedic hi life to uncov and defeat the corrupt that plagu hi home, gotham city. unabl to work within the system, he instead creat a new identity, a symbol of fear for the crimin underworld - the batman. action crime drama himalaya martialart dccomic crimefight secretident undercov hero lossoffath societi gothamc vigilant superhero basedoncomicbook rivalri tragichero ninja goodvsevil crime superpow hauntedbythepast evildoctor escapad mastervillain fightingcrim unfulfil loveandrom unfulfilledlov christianbal michaelcain liamneeson christophernolan"
177677,Mission: Impossible - Rogue Nation,"ethan and team take on their most imposs mission yet, erad the syndic - an intern rogu organ as highli skill as they are, commit to destroy the imf. action adventur thriller londonengland spi austria villain sequel mission conspiraci viennaopera vienna tomcruis rebeccaferguson simonpegg christophermcquarri"
20352,Despicable Me,"villain gru live up to hi reput as a despicable, deplor and downright unlik guy when he hatch a plan to steal the moon from the sky. but he ha a tough time stay on task after three orphan land in hi care. anim famili adoptivefath orphanag life'sdream rivalri steal ballet littlegirl orphan fatherdaughterrelationship tomboy mothersonrelationship intellig kid evildoctor duringcreditssting minion supervillain 3d despic cattivissimo stevecarel jasonsegel russellbrand pierrecoffin"
294254,Maze Runner: The Scorch Trials,"thoma and hi fellow glader face their greatest challeng yet: search for clue about the mysteri and power organ known as wckd. their journey take them to the scorch, a desol landscap fill with unimagin obstacles. team up with resist fighters, the glader take on wckd’ vastli superior forc and uncov it shock plan for them all. action basedonnovel resist maze post-apocalypt dystopia infect ontherun escap zombi storm diseas desert sewer antidot corpor viru runner cityruin immun dylano'brien kayascodelario thomasbrodie-sangst wesbal"
49026,The Dark Knight Rises,"follow the death of district attorney harvey dent, batman assum respons for dent' crime to protect the late attorney' reput and is subsequ hunt by the gotham citi polic department. eight year later, batman encount the mysteri selina kyle and the villain bane, a new terrorist leader who overwhelm gotham' finest. the dark knight resurfac to protect a citi that ha brand him an enemy. action crime drama thriller dccomic crimefight terrorist secretident burglar hostagedrama timebomb gothamc vigilant cover-up superhero villai tragichero terror destruct catwoman catburglar imax flood criminalunderworld batman christianbal michaelcain garyoldman christophernolan"
102651,Maleficent,"the untold stori of disney' most icon villain from the 1959 classic 'sleep beauty'. a beautiful, pure-heart young woman, malefic ha an idyl life grow up in a peaceabl forest kingdom, until one day when an invad armi threaten the harmoni of the land. malefic rise to be the land' fiercest protector, but she ultim suffer a ruthless betray – an act that begin to turn her heart into stone. bent on revenge, malefic face an epic battl with the invad king' successor and, as a result, place a curs upon hi newborn infant aurora. as the child grows, malefic realiz that aurora hold the key to peac in the kingdom - and to maleficent' true happi as well. fantasi adventur action famili romanc fairytal villain sleepingbeauti darkfantasi basedonfairytal adapt retel literaryadapt 3d angelinajoli ellefan sharltocopley robertstromberg"
49047,Gravity,"dr. ryan stone, a brilliant medic engin on her first shuttl mission, with veteran astronaut matt kowalski in command of hi last flight befor retiring. but on a seemingli routin spacewalk, disast strikes. the shuttl is destroyed, leav stone and kowalski complet alone-teth to noth but each other and spiral out into the black of space. the deafen silenc tell them they have lost ani link to earth and ani chanc for rescue. as fear turn to panic, everi gulp of air eat away at what littl oxygen is left. but the onli way home may be to go further out into the terrifi expans of space. sciencefict thriller drama spacemiss loss space astronaut trappedinspac sandrabullock georgeclooney edharri alfonsocuarón"
671,Harry Potter and the Philosopher's Stone,"harri potter ha live under the stair at hi aunt and uncle' hous hi whole life. but on hi 11th birthday, he learn he' a power wizard -- with a place wait for him at the hogwart school of witchcraft and wizardry. as he learn to har hi newfound power with the help of the school' kindli headmaster, harri uncov the truth about hi parents' death -- and about the villain who' to blame. adventur fantasi famili witch christmasparti magic cuttingthecord halloween childhero broom chosenon frog fantasyworld basedonyoungadultnovel danielradcliff rupertgrint emmawatson chriscolumbu"
310,Bruce Almighty,"bruce nolan toil as a ""human interest"" televis report in buffalo, n.y. despit hi high rate and the love of hi beauti girlfriend, grace, bruce remain unfulfilled. at the end of the worst day in hi life, he angrili ridicul god -- and the almighti responds, endow bruce with all of hi divin powers. fantasi comedi christian moon respons mose streetgang lovesick journal newlov faith prayer god carcrash jimcarrey jenniferaniston philipbakerhal tomshadyac"
18,The Fifth Element,"in 2257, a taxi driver is unintent given the task of save a young girl who is part of the key that will ensur the surviv of humanity. adventur fantasi action thriller sciencefict clone taxi cyborg egypt futur stowaway spacetravel raceagainsttim armsdeal love alien priest endoftheworld goodvsevil shootout policechas cabdriv newyorkc spaceopera militari operasing resorthotel ancientastronaut archeologist ancientevil cruiselin brucewilli garyoldman ianholm lucbesson"
49051,The Hobbit: An Unexpected Journey,"bilbo baggins, a hobbit enjoy hi quiet life, is swept into an epic quest by gandalf the grey and thirteen dwarv who seek to reclaim their mountain home from smaug, the dragon. adventur fantasi action riddl elv dwarv orc middle-earth(tolkien) hobbit mountain wizard journey ring goblin courag giant tunnel undergroundlak buriedtreasur climbingatre invis ancient gnome ianmckellen martinfreeman richardarmitag peterjackson"
10764,Quantum of Solace,"quantum of solac continu the adventur of jame bond after casino royale. betray by vesper, the woman he loved, 007 fight the urg to make hi latest mission personal. pursu hi determin to uncov the truth, bond and m interrog mr. white, who reveal that the organ that blackmail vesper is far more complex and danger than anyon had imagined. adventur action thriller crime kill undercov secretag britishsecretservic danielcraig olgakurylenko mathieuamalr marcforst"
206647,Spectre,"a cryptic messag from bond’ past send him on a trail to uncov a sinist organization. while m battl polit forc to keep the secret servic alive, bond peel back the layer of deceit to reveal the terribl truth behind spectre. action adventur crime spi basedonnovel secretag sequel mi6 britishsecretservic unitedkingdom danielcraig christophwaltz léaseydoux sammend"
